"dates","titles","end_price","start_price","high_price","low_price","amount"
"2011-06-16",NA,219000,221500,223500,218500,565698
"2011-06-17",NA,220500,221500,221500,212500,706434
"2011-06-20",NA,209000,218000,220000,209000,808637
"2011-06-21",NA,208000,212000,213500,199000,1248316
"2011-06-22","최태원 SK회장, ‘Green Business’ 직접 챙긴다",212500,211000,214000,205500,505842
"2011-06-23",NA,206500,212500,214500,203000,960106
"2011-06-24",NA,197500,199500,203500,190500,2298913
"2011-06-27",NA,196500,194500,199000,192500,798973
"2011-06-28",NA,196000,198500,203000,195500,745814
"2011-06-29",NA,202500,202000,203500,200500,670044
"2011-06-30",NA,200500,205000,205500,199500,677527
"2011-07-01",NA,208000,202500,210000,201500,842429
"2011-07-04",NA,209000,210000,211000,206000,562324
"2011-07-05",NA,208500,208000,209500,206000,401168
"2011-07-06",NA,207000,210500,212000,199500,1659555
"2011-07-07",NA,210000,200000,210500,198500,1273634
"2011-07-08",NA,214500,214000,218000,210500,920638
"2011-07-11",NA,211500,214000,214000,210500,403122
"2011-07-12",NA,210500,207000,212000,206500,464369
"2011-07-13",NA,215500,214000,216500,212000,581053
"2011-07-14",NA,219500,216000,220500,212500,664072
"2011-07-15",NA,222000,218500,222000,217000,482996
"2011-07-18",NA,219000,222000,222000,215500,339540
"2011-07-19",NA,206500,217000,218000,206500,1110944
"2011-07-20",NA,209500,209000,210500,202000,762271
"2011-07-21",NA,207500,208500,211500,205500,390347
"2011-07-22",NA,213000,209500,214000,209000,744439
"2011-07-25",NA,207500,211500,213500,206500,451237
"2011-07-26",NA,217000,209000,217500,208500,794353
"2011-07-27",NA,221500,215000,222500,213000,746251
"2011-07-28",NA,222500,218000,224500,215000,650138
"2011-07-29","SK이노베이션, 2분기 매출 17조 1,779억원, 영업이익 4,513억원",218000,222000,222000,215500,447646
"2011-08-01",NA,223000,220500,227000,220500,620444
"2011-08-02",NA,216500,220500,226500,213500,615995
"2011-08-03",NA,213000,211500,216000,207500,563732
"2011-08-04",NA,196000,213500,214000,193500,1347823
"2011-08-05",NA,185000,184000,189500,180000,1441820
"2011-08-08",NA,178500,184000,187500,169000,957709
"2011-08-09",NA,174500,173000,179000,159500,1334090
"2011-08-10",NA,159500,182500,182500,159500,2441304
"2011-08-11",NA,162000,154000,165000,152000,1409784
"2011-08-12",NA,153500,167500,168500,153500,1106446
"2011-08-16",NA,164000,159000,164500,158000,716307
"2011-08-17",NA,167000,163500,169000,163000,638322
"2011-08-18",NA,165000,170500,171500,162000,658438
"2011-08-19",NA,143000,154500,157500,141000,1068206
"2011-08-22",NA,132000,143500,147000,132000,1065472
"2011-08-23",NA,147000,135500,149500,134500,1404927
"2011-08-24",NA,146000,150500,154000,144500,1043798
"2011-08-25",NA,148000,152000,152500,146000,636183
"2011-08-26",NA,154500,146500,155000,146000,654238
"2011-08-27","SK종합화학, 주롱 아로마틱 공장으로 아·태지역 생산기지 확보",NA,NA,NA,NA,NA
"2011-08-29",NA,165500,159000,166500,156000,1086062
"2011-08-30",NA,164500,168500,171500,163000,810085
"2011-08-31",NA,169000,165000,169500,164500,546911
"2011-09-01","SK에너지, “9월 한달동안 100만 명에게 쏜다”",168500,169500,175500,167000,797157
"2011-09-02",NA,164000,167000,170000,161000,660994
"2011-09-05",NA,146000,159000,159500,146000,1140923
"2011-09-06",NA,145500,141000,149500,139000,1016857
"2011-09-07",NA,156500,151500,159500,149500,750341
"2011-09-08",NA,157500,160500,162500,155000,771008
"2011-09-09",NA,162000,156500,167000,154000,930958
"2011-09-14",NA,155000,161000,166500,153500,844306
"2011-09-15",NA,164000,161000,165500,157500,959056
"2011-09-16",NA,168500,168500,169500,165500,691612
"2011-09-19",NA,165000,166000,170000,164000,493328
"2011-09-20",NA,166500,162500,167000,159000,620868
"2011-09-21",NA,170000,167000,171000,164000,632774
"2011-09-22",NA,158000,163000,164000,156000,990557
"2011-09-23",NA,144500,146500,151000,143500,1374086
"2011-09-26",NA,133500,147000,148500,133000,966417
"2011-09-27",NA,145500,141000,146500,140500,850689
"2011-09-28",NA,140000,148500,151000,140000,860460
"2011-09-29",NA,143000,137500,143000,131000,1573385
"2011-09-30",NA,142000,143500,146000,139000,807676
"2011-10-04",NA,128000,129500,130500,123000,1430387
"2011-10-05",NA,122500,129500,131000,117000,1395553
"2011-10-06",NA,133000,129500,138000,128000,1251023
"2011-10-07",NA,140000,138500,145000,137500,1011195
"2011-10-10",NA,141000,139500,143500,138000,462557
"2011-10-11",NA,145500,150000,152000,145000,995104
"2011-10-12",NA,148500,144500,149500,144000,554265
"2011-10-13",NA,146500,152000,153500,146500,749753
"2011-10-14",NA,151000,145500,152500,139500,845671
"2011-10-17",NA,159500,155500,162000,154000,1155597
"2011-10-18",NA,162000,155000,165000,153500,961820
"2011-10-19",NA,163000,165000,166000,161500,595941
"2011-10-20",NA,152500,161500,165000,149500,704568
"2011-10-21",NA,160500,157500,162000,152500,748255
"2011-10-24",NA,169000,164500,170000,163500,803744
"2011-10-25",NA,165000,171000,175000,162000,794426
"2011-10-26",NA,169000,163000,169500,161000,675824
"2011-10-27",NA,175500,170000,176000,167000,825530
"2011-10-28",NA,177500,180500,183500,177000,1055607
"2011-10-29","SK이노베이션, 3분기 매출 17조 2,096억원, 영업이익 8,619억원",NA,NA,NA,NA,NA
"2011-10-31","SK에너지, 화물차 운전자와 함께하는 건강한 겨울나기",170500,179000,180000,169000,730688
"2011-11-01","화물차운전자 전용 복지 휴게소 국내 최대 물류항에 들어선다",167000,168000,171500,166000,569658
"2011-11-02",NA,166500,161000,167000,158000,1046939
"2011-11-03",NA,161500,167000,167500,159500,504255
"2011-11-04",NA,174500,167500,175500,167000,920652
"2011-11-07",NA,172500,175500,177000,171500,404488
"2011-11-08",NA,176000,168000,180000,167500,1178046
"2011-11-09",NA,177500,181000,182000,175500,535384
"2011-11-10",NA,165500,170500,172000,165500,815516
"2011-11-11",NA,174500,169500,175500,167000,620080
"2011-11-14",NA,181500,178000,182500,177500,620926
"2011-11-15",NA,178500,179500,181000,175500,412129
"2011-11-16",NA,172000,180500,183000,171000,716820
"2011-11-17",NA,176500,176000,176500,169500,581389
"2011-11-18",NA,169500,171000,171500,166500,573526
"2011-11-21",NA,164500,166500,168000,161000,703826
"2011-11-22",NA,163500,160500,167000,160000,556144
"2011-11-23",NA,159500,163500,163500,157500,633911
"2011-11-24",NA,161000,158500,163000,156500,383373
"2011-11-25",NA,159500,159000,162000,156000,459381
"2011-11-28",NA,164000,163500,165000,161500,411748
"2011-11-29",NA,166500,166000,167000,162000,617998
"2011-11-30",NA,162000,165500,166500,160000,580428
"2011-12-01",NA,175500,171000,176500,170000,1238493
"2011-12-02",NA,173500,174500,176000,171000,461982
"2011-12-05",NA,174500,176000,177500,173500,346616
"2011-12-06",NA,174500,173500,176000,172500,434715
"2011-12-07",NA,176500,173500,176500,173500,451016
"2011-12-08",NA,173000,176000,178500,173000,397141
"2011-12-09",NA,167000,168000,170500,167000,351536
"2011-12-12",NA,169000,171500,172000,166000,397806
"2011-12-13",NA,161500,166000,166500,160000,682759
"2011-12-14",NA,160000,162500,164000,158500,467892
"2011-12-15",NA,149000,151500,154500,147500,1179009
"2011-12-16",NA,149000,149500,151500,147500,602971
"2011-12-19",NA,139500,146000,147000,138500,906930
"2011-12-20",NA,142000,140500,145000,138500,630826
"2011-12-21",NA,148000,149000,150000,146500,763171
"2011-12-22",NA,148500,146500,148500,146000,234735
"2011-12-23",NA,151000,150500,153000,149500,444521
"2011-12-26",NA,148000,151500,152500,147500,222025
"2011-12-27",NA,144000,148500,149000,142500,455271
"2011-12-28",NA,143000,144500,145500,142500,267793
"2011-12-29",NA,142000,140500,143000,140000,394497
"2012-01-02",NA,140500,142500,144500,139000,334705
"2012-01-03",NA,149500,142500,151500,142000,774059
"2012-01-04",NA,150500,151000,154000,149500,505086
"2012-01-05",NA,154500,152500,157500,150500,620897
"2012-01-06",NA,153500,155000,155000,150000,330408
"2012-01-09",NA,155500,152000,157000,149000,442890
"2012-01-10",NA,159000,157000,160000,156500,493051
"2012-01-11","SK이노베이션, 글로벌 부품회사인 콘티넨탈社와 손잡는다",156500,160500,161500,155500,383634
"2012-01-12",NA,158000,154000,158500,152000,508736
"2012-01-13",NA,157000,158000,159500,155000,331420
"2012-01-16",NA,156000,154000,156500,152500,237121
"2012-01-17",NA,159000,158500,160000,158000,346278
"2012-01-18",NA,156500,159500,159500,154000,517294
"2012-01-19",NA,157000,157500,159000,155000,440438
"2012-01-20",NA,167500,159000,168000,158000,975840
"2012-01-25",NA,168000,169000,169500,165500,529225
"2012-01-26",NA,171500,169000,173000,168000,552332
"2012-01-27",NA,172000,172000,175000,170000,348099
"2012-01-30",NA,166500,171000,171500,164000,748029
"2012-01-31",NA,170000,168000,170500,165500,412835
"2012-02-01",NA,172000,171500,174000,169500,426191
"2012-02-02",NA,177500,175500,179000,173500,687180
"2012-02-03",NA,181000,176000,184500,175000,1002050
"2012-02-04","SK이노베이션, 독자경영체제 성공으로 사상 최대실적 달성",NA,NA,NA,NA,NA
"2012-02-06",NA,182500,186500,189500,181000,829101
"2012-02-07",NA,183500,182500,185500,181500,431990
"2012-02-08",NA,189000,184500,190500,184000,616915
"2012-02-09",NA,194000,189000,194000,186500,526452
"2012-02-10",NA,189500,194000,194000,187000,476975
"2012-02-13",NA,191000,189500,192500,185000,348861
"2012-02-14",NA,187000,190000,191000,184500,453442
"2012-02-15",NA,189500,186000,193000,186000,479164
"2012-02-16",NA,186000,186500,190500,183500,437376
"2012-02-17",NA,186500,189000,191500,186000,249662
"2012-02-20",NA,188500,191000,192500,187500,326606
"2012-02-21",NA,189000,187500,190000,186000,205256
"2012-02-22",NA,193500,188000,194000,187500,469121
"2012-02-23",NA,193000,193000,195000,190500,409363
"2012-02-24",NA,190500,195000,195500,188500,435495
"2012-02-27",NA,184500,189500,190000,182000,499234
"2012-02-28",NA,184000,181500,187000,180000,435499
"2012-02-29",NA,185500,184000,188500,181500,577413
"2012-03-02",NA,186000,189500,189500,184500,268479
"2012-03-05",NA,180500,186500,186500,177500,609566
"2012-03-06",NA,177500,179500,181500,174500,445190
"2012-03-07",NA,173500,173000,175500,172500,318748
"2012-03-08",NA,176000,174000,178000,173500,381601
"2012-03-09",NA,173500,178000,178500,172000,419039
"2012-03-12",NA,170500,174000,174000,169000,312274
"2012-03-13",NA,174500,171500,177500,171000,398212
"2012-03-14",NA,174000,178000,179000,173500,398335
"2012-03-15",NA,169000,173500,175500,167000,745670
"2012-03-16",NA,168000,169500,171500,168000,377954
"2012-03-19",NA,169500,169500,171000,168000,246250
"2012-03-20",NA,175000,169500,176000,169500,641478
"2012-03-21",NA,171000,174000,174500,169500,458170
"2012-03-22","SK에너지-KB카드, 油테크로 통했다",169000,170500,170500,166500,353217
"2012-03-23",NA,170500,167000,171000,165000,381656
"2012-03-26",NA,165500,171500,172000,163500,523101
"2012-03-27",NA,163500,169000,169000,161500,807481
"2012-03-28",NA,161500,162500,164000,160500,395382
"2012-03-29",NA,162500,160000,164000,159000,373209
"2012-03-30",NA,165500,162000,166000,161000,495234
"2012-04-02",NA,164500,166500,167000,163500,345812
"2012-04-03",NA,165500,166000,168000,164500,381007
"2012-04-04",NA,160500,164500,165000,158500,519782
"2012-04-05",NA,158500,158500,161000,155500,425004
"2012-04-06",NA,160000,160000,164000,157500,380967
"2012-04-09",NA,160000,159000,164000,157500,446658
"2012-04-10",NA,162000,161500,165000,161000,438711
"2012-04-12",NA,166000,163000,166000,162000,393207
"2012-04-13",NA,170500,169000,172000,167500,756279
"2012-04-16",NA,172000,169000,173000,168500,511812
"2012-04-17",NA,172000,173000,174000,169500,415870
"2012-04-18",NA,173500,176000,176000,173500,490817
"2012-04-19",NA,167000,172500,173000,165500,594545
"2012-04-20",NA,166000,166500,167500,165000,296228
"2012-04-23",NA,166500,165500,169000,165000,207606
"2012-04-24",NA,163500,164500,165500,160500,335911
"2012-04-25",NA,161500,165500,165500,160500,285225
"2012-04-26",NA,162000,164500,167000,160500,334662
"2012-04-27",NA,163500,163000,168500,161500,666235
"2012-04-28","SK이노베이션, 1분기 매출 18조 8,512억 원, 영업이익 9,257억 원",NA,NA,NA,NA,NA
"2012-04-30",NA,158000,165000,165500,153000,938511
"2012-05-01","SK에너지, 인천 콤플렉스에 1조 6천억 대규모 투자",NA,NA,NA,NA,NA
"2012-05-02",NA,160500,159000,163000,155500,462120
"2012-05-03",NA,160000,160500,161500,157000,245295
"2012-05-04",NA,161000,160000,163000,159000,203990
"2012-05-07",NA,153500,156500,157500,152000,704648
"2012-05-08",NA,155000,154000,156500,153500,246521
"2012-05-09",NA,149500,153000,154500,147500,508412
"2012-05-10",NA,148500,147500,151000,145000,407019
"2012-05-11",NA,144000,147000,148500,144000,363685
"2012-05-14",NA,143000,145000,145500,141500,330728
"2012-05-15",NA,139000,141000,142000,135500,952344
"2012-05-16",NA,135500,137000,140500,135500,549015
"2012-05-17",NA,144000,137000,145000,136500,947481
"2012-05-18",NA,138500,141000,144500,138500,695890
"2012-05-21",NA,140500,141500,142000,136000,455584
"2012-05-22",NA,142500,142500,143000,139000,467388
"2012-05-23",NA,138500,140000,141000,137000,368851
"2012-05-24",NA,138500,138000,138500,136000,271528
"2012-05-25","[보도참고자료] SK이노베이션, 전기차 배터리 수출에 시동",141500,139000,143000,138500,377011
"2012-05-29",NA,145000,141500,146000,140500,368058
"2012-05-30",NA,144000,144500,144500,142500,337730
"2012-05-31",NA,140000,140500,140500,137500,774653
"2012-06-01",NA,136000,139000,139500,136000,433862
"2012-06-04",NA,125500,128500,130000,124000,1308599
"2012-06-05",NA,129000,127000,130000,126500,503890
"2012-06-07",NA,133000,134000,137000,133000,618405
"2012-06-08",NA,134000,135000,137500,134000,500059
"2012-06-11",NA,143000,136500,144500,136500,712885
"2012-06-12",NA,142500,138500,144500,138000,488385
"2012-06-13",NA,141000,144000,146000,139000,525370
"2012-06-14",NA,144500,141000,145000,140000,541254
"2012-06-15",NA,149000,146000,150000,144000,623104
"2012-06-18","SK에너지, OK캐쉬백 포인트로 油테크 돕다.",150500,154000,154000,150000,517339
"2012-06-19",NA,148000,149500,151500,146500,402292
"2012-06-20",NA,149500,151000,151500,148000,318126
"2012-06-21",NA,144500,148000,148500,143000,678983
"2012-06-22",NA,140500,140500,141500,138000,574123
"2012-06-25",NA,139000,140000,140500,136500,443021
"2012-06-26",NA,134000,137000,140000,134000,857090
"2012-06-27",NA,132000,134000,134500,128000,1184572
"2012-06-28","SK종합화학, ‘행복 파트너십’ 위한 동반성장 간담회 열어",131500,134000,134500,131500,605876
"2012-06-29",NA,138000,129000,139500,129000,841184
"2012-07-02",NA,141500,143500,145000,141500,867214
"2012-07-03",NA,148000,141500,149000,141000,865337
"2012-07-04",NA,147500,149000,151000,147000,488639
"2012-07-05",NA,147500,146500,149500,145500,301500
"2012-07-06","에너지 대표 기업이 ‘에너지절약 대작전’ 돌입",147000,148000,149000,144500,431105
"2012-07-09",NA,142000,143500,145000,140500,576018
"2012-07-10",NA,140500,143000,144500,139000,412022
"2012-07-11",NA,142000,139500,143000,137000,428971
"2012-07-12","SK이노베이션, 기아자동차와 녹색이노베이션으로 통했다",138000,142500,143500,138000,343792
"2012-07-13",NA,143000,138000,144500,135000,617568
"2012-07-16",NA,143000,144000,145000,141500,318259
"2012-07-17",NA,147000,142500,149500,140500,693822
"2012-07-18",NA,143500,148000,148500,143000,475324
"2012-07-19",NA,147000,147000,150000,145500,490797
"2012-07-20",NA,148000,148000,150000,146500,372183
"2012-07-23",NA,144000,145500,145500,142000,396300
"2012-07-24",NA,143000,142000,144000,139500,520206
"2012-07-25","SK, 자동차 최강국 독일서 글로벌 전기차 배터리 시장 공략",143000,139500,145000,139000,375904
"2012-07-26",NA,143000,144500,145000,141000,354969
"2012-07-27",NA,150000,147000,151000,144500,1022612
"2012-07-28","SK이노베이션, 2분기 매출 18조 8,774억 원 / 영업손실 1,054억 원",NA,NA,NA,NA,NA
"2012-07-30",NA,152500,151500,155500,150500,666855
"2012-07-31",NA,155500,152500,159500,152000,660760
"2012-08-01",NA,157000,154000,158500,153500,313408
"2012-08-02",NA,157000,159000,161000,156500,438752
"2012-08-03",NA,156000,154000,158500,153500,398832
"2012-08-06",NA,163500,161500,166000,161000,580091
"2012-08-07",NA,165500,164500,168000,164000,488230
"2012-08-08",NA,167000,167000,169000,166000,567595
"2012-08-09",NA,168000,166000,169000,166000,520137
"2012-08-10","SK이노베이션, LG화학 상대로 특허분쟁 승리",168000,168000,168500,164000,441399
"2012-08-13",NA,164000,167000,167500,163000,373458
"2012-08-14",NA,168500,164500,169000,164500,424676
"2012-08-16",NA,169500,169000,170000,168000,292365
"2012-08-17",NA,172000,171500,173000,170500,485625
"2012-08-20",NA,170000,172000,173000,167000,513740
"2012-08-21",NA,168500,170500,171000,168500,323332
"2012-08-22",NA,170000,168000,170500,166500,291360
"2012-08-23",NA,170000,169500,174500,168000,384079
"2012-08-24",NA,169500,167500,170000,167000,232993
"2012-08-27",NA,173500,171000,174500,171000,440971
"2012-08-28",NA,173000,173500,173500,171000,229741
"2012-08-29",NA,173000,173500,174500,171000,298122
"2012-08-30",NA,165500,171500,172000,165000,734938
"2012-08-31",NA,163500,163500,166500,162000,323748
"2012-09-03",NA,168000,166000,169500,164000,363140
"2012-09-04",NA,167500,168000,169500,165500,197672
"2012-09-05",NA,165000,166000,168000,164000,199394
"2012-09-06",NA,164500,166000,167000,163500,189000
"2012-09-07",NA,170000,168500,170000,166000,427805
"2012-09-10",NA,168000,170500,171000,167000,178800
"2012-09-11",NA,168000,166500,168500,166000,227766
"2012-09-12",NA,170000,168500,171500,168500,342338
"2012-09-13",NA,168500,169000,171000,167500,308647
"2012-09-14",NA,176000,176000,177500,173500,728238
"2012-09-17",NA,176000,177500,179000,176000,305619
"2012-09-18",NA,177000,174500,178000,173000,278504
"2012-09-19",NA,174500,176000,176500,171500,467152
"2012-09-20","SK이노베이션, 서산에서 녹색 이노베이션 실현",167000,171000,171500,166000,930082
"2012-09-21",NA,168500,167500,169000,165500,405386
"2012-09-24",NA,167000,167500,168000,163500,320912
"2012-09-25","SK이노베이션, 공모전 통해 대학생 4년 등록금 쏘다",166500,165500,169000,165500,284946
"2012-09-26",NA,166000,165000,167500,163500,199108
"2012-09-27",NA,168500,164500,168500,164500,222025
"2012-09-28",NA,168500,169500,169500,166000,403022
"2012-10-02",NA,167500,169000,169000,166000,249112
"2012-10-04",NA,163500,164000,165000,161500,609506
"2012-10-05",NA,162500,164500,165500,162000,348530
"2012-10-08",NA,159500,161500,162000,158000,421361
"2012-10-09",NA,159500,158000,162000,158000,260166
"2012-10-10",NA,160000,159500,162500,158500,262284
"2012-10-11",NA,158500,158000,161000,158000,223668
"2012-10-12",NA,156000,158500,160000,154500,295872
"2012-10-15",NA,151000,156000,156500,149500,606256
"2012-10-16","[SK이노베이션 창립 50주년] 기술기반 글로벌 종합에너지 기업으로 제2의 도약",154000,153000,155000,152500,351901
"2012-10-17",NA,159000,158000,162500,157500,431978
"2012-10-18",NA,163500,160000,164500,159500,396802
"2012-10-19",NA,165000,164500,167000,163500,346031
"2012-10-22",NA,162500,160000,164500,160000,207861
"2012-10-23",NA,162000,162000,164000,161000,186588
"2012-10-24","SK이노베이션, 전기차 인프라 확대 위해 시동 걸다",158000,158500,161500,156000,312743
"2012-10-25",NA,157500,156500,158000,154000,400416
"2012-10-26","SK이노베이션, 3분기 매출 18조 5,067억원, 영업이익 6,487억원",157500,157500,159500,155000,240676
"2012-10-29",NA,154500,159000,160500,153000,286954
"2012-10-30",NA,158500,154500,160000,153500,260027
"2012-10-31","SK이노베이션, 정보전자소재 공장 합동 준공",160500,161000,162500,159000,318947
"2012-11-01",NA,160000,160000,164000,159500,262547
"2012-11-02",NA,163500,163000,164500,161500,336297
"2012-11-05",NA,162000,160500,164000,160000,193964
"2012-11-06",NA,165500,163500,166500,162000,292294
"2012-11-07",NA,166000,167000,168000,163000,439249
"2012-11-08",NA,161500,162000,163500,160500,384702
"2012-11-09",NA,161000,159500,161500,156000,298421
"2012-11-12",NA,159000,159000,161000,157500,205978
"2012-11-13",NA,157500,158000,161500,155500,270945
"2012-11-14",NA,158500,156500,159000,156000,195058
"2012-11-15",NA,156000,156500,157500,155000,220727
"2012-11-16",NA,156500,155500,158000,154000,189772
"2012-11-19",NA,158000,156500,160000,156000,224358
"2012-11-20",NA,158500,161000,161500,157500,165105
"2012-11-21",NA,156000,158000,158500,154000,235104
"2012-11-22",NA,156000,157000,158500,156000,123708
"2012-11-23",NA,157000,156000,157000,153500,159296
"2012-11-26",NA,158000,158500,159000,156000,136499
"2012-11-27",NA,162500,158500,162500,157500,305407
"2012-11-28","SK루브리컨츠, 글로벌 전진기지를 발판으로 ‘퀀텀점프’",161000,161000,161500,158500,262923
"2012-11-29",NA,164000,163000,165000,161500,364609
"2012-11-30",NA,165500,165000,167500,164000,365273
"2012-12-03","SK이노베이션, 행복 에너지 기업으로 선정",164500,165500,167500,164500,222734
"2012-12-04",NA,164500,163500,165000,161500,163652
"2012-12-05",NA,164500,164000,165000,162000,190715
"2012-12-06","SK이노베이션, 각개 격파로 ‘수출의 탑’ 270억불 수상",168500,164000,170000,164000,586019
"2012-12-07","SK이노베이션, 사랑의 연탄으로 행복 나눔",167500,167500,169500,166500,253711
"2012-12-10",NA,169000,168500,171000,168000,374848
"2012-12-11",NA,170500,170000,171500,169000,316206
"2012-12-12",NA,172500,172000,173500,171000,364459
"2012-12-13",NA,174500,172500,175500,172500,458065
"2012-12-14",NA,173500,173000,175500,172000,313289
"2012-12-17",NA,170000,172500,173500,169500,376091
"2012-12-18","행복을 전하는 SK주유소, 올해도 고객 감동 1등",173500,173000,175000,171500,355559
"2012-12-20",NA,175000,175000,176500,173500,293156
"2012-12-21",NA,173500,177000,177000,172500,280142
"2012-12-24",NA,173500,172500,174500,172000,152864
"2012-12-26",NA,173500,173500,175000,173000,206106
