"dates","titles","end_price","start_price","high_price","low_price","amount"
"2016-05-02",NA,156000,155500,160000,155000,226076
"2016-05-03",NA,158000,157500,159000,156500,266357
"2016-05-04",NA,152500,156500,158500,150000,502609
"2016-05-09",NA,146500,148500,151000,144500,533479
"2016-05-10",NA,151500,147000,152500,146500,334352
"2016-05-11",NA,156000,153500,157500,152500,354317
"2016-05-12","SK루브리컨츠, 윤활유 브랜드 '지크(ZIC)' 수출 본격화",154000,157500,158000,154000,233220
"2016-05-13",NA,153500,154500,155500,151000,210153
"2016-05-16",NA,154500,153000,156500,151500,183060
"2016-05-17",NA,156500,157000,158000,154500,245034
"2016-05-18",NA,154000,156000,156000,148000,302070
"2016-05-19",NA,150000,154000,154000,150000,205947
"2016-05-20",NA,151000,148000,153500,147000,241719
"2016-05-23",NA,153000,154000,154500,150500,106473
"2016-05-24",NA,150500,151000,152000,149000,246297
"2016-05-25",NA,151500,152500,156500,150500,375871
"2016-05-26",NA,156000,153000,156500,152000,233441
"2016-05-27",NA,162500,156500,164500,156000,556792
"2016-05-30",NA,164500,163000,166000,159500,262821
"2016-05-31",NA,163500,163000,164000,161500,362823
"2016-06-01",NA,157500,162000,164000,157000,226225
"2016-06-02",NA,157000,157000,160000,157000,156964
"2016-06-03",NA,156000,157500,158000,154000,188279
"2016-06-07",NA,162000,161000,162500,159000,236393
"2016-06-08",NA,160000,163500,164500,157500,282732
"2016-06-09","SK루브리컨츠, 레이싱용 윤활유 ‘SK ZIC Racing’ 출시",155000,161500,161500,155000,418535
"2016-06-10",NA,157000,155500,158000,154000,192081
"2016-06-13","SK이노베이션, 창사 이래 최대 정기보수… 안전·효율, 세계 최고 수준",152000,154000,155000,151000,199128
"2016-06-14",NA,151500,151500,153000,150500,157216
"2016-06-15",NA,146000,151000,151500,145000,392666
"2016-06-16",NA,147000,147000,148500,145000,250212
"2016-06-17",NA,142500,149000,149000,142000,351576
"2016-06-20",NA,143000,144500,145500,139500,397833
"2016-06-21","SK이노베이션, 전기차 배터리의 ‘핵심’ 분리막 사업 키운다",138500,144500,145500,138000,456319
"2016-06-22",NA,146000,139000,147500,138500,1054717
"2016-06-23",NA,145000,144000,145500,142000,227369
"2016-06-24",NA,138500,148000,148000,136500,652360
"2016-06-27",NA,138500,134500,140500,131000,484560
"2016-06-28",NA,141000,137000,141500,135500,374125
"2016-06-29",NA,141000,142500,143500,139500,242656
"2016-06-30","SK에너지, ‘3천 포인트 특권’ 블록 장난감 제4탄 ‘카센터’ 쏜다",140500,144000,144000,138500,241530
"2016-07-01",NA,139500,141000,142000,138500,233154
"2016-07-04",NA,147000,141500,147000,140500,483900
"2016-07-05","SK루브리컨츠, 전천후 자동변속기유 ‘ZIC ATF Multi’ 출시",143500,147000,149000,143000,301622
"2016-07-06",NA,140500,142000,145000,139500,342413
"2016-07-07",NA,139500,141500,142500,139500,230945
"2016-07-08",NA,136500,139000,139500,136000,337485
"2016-07-11",NA,138500,137500,139500,135500,284612
"2016-07-12","SK이노베이션, ‘드로잉 쇼’ 활용한 새 광고 캠페인 선봬 ",138000,138500,139500,136500,271360
"2016-07-13",NA,143000,141500,144500,140500,509704
"2016-07-14",NA,147000,141500,147000,140500,472116
"2016-07-15",NA,147000,147500,150000,145500,368911
"2016-07-18",NA,147000,147500,149000,146000,308607
"2016-07-19",NA,146000,147500,147500,143000,282048
"2016-07-20",NA,147000,146000,148500,145500,251998
"2016-07-21",NA,144500,147500,147500,144000,152629
"2016-07-22","SK이노베이션, 2016년 2분기 매출 10조2,802억원, 영업이익 1조1,195억원",150000,143000,150000,143000,270566
"2016-07-25",NA,150500,150500,151500,148500,302187
"2016-07-26",NA,150000,149500,151500,146500,351171
"2016-07-27",NA,148000,150500,150500,146500,275588
"2016-07-28",NA,146000,147500,148500,145000,281149
"2016-07-29",NA,146000,145000,147500,145000,225322
"2016-08-01",NA,150000,147500,151500,146500,329446
"2016-08-02",NA,146000,147500,149000,145000,199093
"2016-08-03",NA,142000,144000,144500,141500,218671
"2016-08-04",NA,147000,145000,149000,144500,250339
"2016-08-05",NA,150000,147500,150000,147500,281313
"2016-08-08",NA,151000,151500,151500,148500,262561
"2016-08-09",NA,151500,151500,153000,150000,208183
"2016-08-10",NA,154500,151500,155500,151000,400203
"2016-08-11",NA,153000,154000,154000,150000,270879
"2016-08-12",NA,152000,155000,158000,152000,312092
"2016-08-16","SK에너지, “에너지 마법학교”로 어린이 에너지절약 교육 나선다",155500,154500,158000,154000,254669
"2016-08-17",NA,158000,155500,159000,155000,325694
"2016-08-18",NA,154000,158500,160000,153000,295420
"2016-08-19",NA,155500,155500,156500,152000,197756
"2016-08-22",NA,152500,155500,155500,152500,189122
"2016-08-23",NA,146000,152500,154000,144000,477003
"2016-08-24",NA,148000,147000,149000,145500,276554
"2016-08-25",NA,142500,145500,147500,140500,606915
"2016-08-26",NA,143500,142500,143500,140500,314511
"2016-08-29",NA,139000,142000,143000,138500,320205
"2016-08-30",NA,142000,139500,143000,139500,287981
"2016-08-31",NA,145500,141500,146500,141000,372343
"2016-09-01","SK이노베이션‘드로잉 쇼’ 광고, 조회수 1천만 돌파",147500,144500,148500,143500,226010
"2016-09-02",NA,146500,147500,147500,145000,132905
"2016-09-05",NA,150000,149000,151000,148000,172235
"2016-09-06",NA,150000,149500,151000,147500,167028
"2016-09-07",NA,152000,151000,154000,150500,264493
"2016-09-08",NA,151000,152500,154000,149500,270506
"2016-09-09","최태원 SK 회장, 중국 시노펙과 사업협력 다각화 협의",152000,153500,153500,150000,202656
"2016-09-12","‘1등 에너지 기업’ SK이노베이션, 가족친화경영도 ‘으뜸’",152500,147500,153500,145500,222447
"2016-09-13",NA,151500,153500,154500,150000,261552
"2016-09-19",NA,153500,146500,154500,146500,230761
"2016-09-20",NA,152500,151000,153000,150500,162653
"2016-09-21",NA,154500,152000,154500,151500,151952
"2016-09-22",NA,154000,158000,158500,154000,214577
"2016-09-23",NA,159000,156000,159500,155500,342364
"2016-09-26","“세상을 좀 더 따스하게 만들 아이디어를 찾습니다”",159500,159000,161500,157500,206801
"2016-09-27",NA,157500,160000,160000,156500,304682
"2016-09-28",NA,153500,157500,158000,153500,317503
"2016-09-29",NA,161500,159000,163500,158500,697944
"2016-09-30",NA,161500,160000,163000,158000,282288
"2016-10-04",NA,159500,162500,163000,158500,234894
"2016-10-05",NA,159500,159500,162500,157500,246169
"2016-10-06",NA,156500,160500,160500,155500,300876
"2016-10-07","SK, 태풍 피해복구 성금 50억원 쾌척",157500,157000,158000,155500,217389
"2016-10-10",NA,158500,158500,161000,157500,167777
"2016-10-11",NA,162000,160500,163000,159500,458674
"2016-10-12",NA,158000,161500,162500,157500,267215
"2016-10-13",NA,156500,158000,159000,155000,297511
"2016-10-14",NA,154500,157500,158000,154000,304789
"2016-10-17",NA,155000,155000,157000,154000,229216
"2016-10-18",NA,157500,155500,158500,155500,247680
"2016-10-19",NA,158000,158500,159500,156500,209476
"2016-10-20",NA,161000,159500,163500,159000,275182
"2016-10-21",NA,158000,160000,161000,157000,165450
"2016-10-24",NA,159000,158000,160000,157500,185972
"2016-10-25",NA,158000,159500,159500,157500,132065
"2016-10-26",NA,155000,157500,157500,154000,142895
"2016-10-27",NA,155000,154000,155500,150500,193509
"2016-10-28","SK이노베이션, 2016년 3분기 매출 9조7,030억원, 영업이익 4,149억원",155500,153500,157000,151500,226180
"2016-10-31",NA,151500,153500,154500,151500,192245
"2016-11-01",NA,156000,150500,158000,150500,322767
"2016-11-02",NA,158500,156000,159500,155000,300104
"2016-11-03",NA,156500,158500,158500,155000,186857
"2016-11-04",NA,154000,156500,157500,153500,202463
"2016-11-07",NA,155000,156000,157500,154500,232501
"2016-11-08",NA,154500,156500,157500,154000,217360
"2016-11-09",NA,152500,155500,156500,150500,311729
"2016-11-10",NA,161500,156000,161500,155000,382468
"2016-11-11",NA,159500,159500,162000,156500,262624
"2016-11-14",NA,159000,160500,160500,157500,166050
"2016-11-15","SK이노베이션, 배터리 공장 추가 증설…전기차 연 7만대 용량 확보",161000,158000,163000,154500,303846
"2016-11-16",NA,156500,164500,164500,156500,312296
"2016-11-17",NA,155500,155000,157500,153500,234904
"2016-11-18",NA,152000,155000,155500,152000,220299
"2016-11-21","SK에너지, 고급 비즈니스호텔 신라스테이 숙박권 쏜다",152000,152000,156000,151500,222382
"2016-11-22",NA,157500,155000,159000,155000,358097
"2016-11-23",NA,158000,157000,158500,156000,230025
"2016-11-24",NA,158000,157000,158500,155000,118063
"2016-11-25",NA,156000,159000,159000,156000,113630
"2016-11-28",NA,154500,154500,156000,152000,287134
"2016-11-29",NA,156500,154500,157500,154000,226491
"2016-11-30",NA,152500,155500,155500,152500,336833
"2016-12-01",NA,153500,159500,160500,153500,481172
"2016-12-02",NA,152000,154500,155500,151500,224910
"2016-12-05",NA,152000,152000,154000,151000,163422
"2016-12-06",NA,153500,153500,154000,152000,199962
"2016-12-07",NA,152000,153000,154000,150000,347428
"2016-12-08",NA,155000,152500,155000,151500,289815
"2016-12-09",NA,151500,155000,155000,151000,251388
"2016-12-12",NA,153500,153500,154500,153000,217595
"2016-12-13","SK이노베이션, 창사 이래 최대 정기보수 마치고 다시 뛴다",154500,154500,155500,152500,302476
"2016-12-14",NA,153500,155500,156000,152500,227891
"2016-12-15",NA,154500,152000,155000,151500,216464
"2016-12-16",NA,152000,154000,155000,152000,201002
"2016-12-19",NA,149000,153000,154000,149000,335995
"2016-12-20",NA,146500,149500,150500,144500,519451
"2016-12-21","SK이노베이션, 김준 사장 선임 등 임원인사 및 조직개편 시행",146500,147000,149000,146000,300916
"2016-12-22",NA,146500,146500,149000,146500,270220
"2016-12-23",NA,146500,147500,147500,146000,205335
"2016-12-26",NA,149500,147500,150500,147500,260224
"2016-12-27",NA,152000,150500,152500,149500,365601
"2016-12-28",NA,148000,150000,150500,148000,259403
"2016-12-29","SK이노베이션만의 따뜻한 송년회 “메리 크리스마스""",146500,148500,149000,146500,148708
"2016-12-29","SK루브리컨츠, 엔진보호 탁월한 ‘SK 지크 X8 쉴드’ 출시",146500,148500,149000,146500,148708
"2017-01-02","SK이노베이션, 새해 공격적 투자로 기업가치 혁신 속도 낸다",147000,145500,149000,145500,134786
"2017-01-03",NA,155000,147500,155500,147000,487764
"2017-01-04",NA,156000,155000,157000,153000,254628
"2017-01-05",NA,154000,156000,156500,153000,189377
"2017-01-06",NA,157000,155000,159000,153500,256601
"2017-01-09",NA,159000,157000,159500,156000,219867
"2017-01-10",NA,155500,157000,158500,155000,258470
"2017-01-11",NA,159500,155500,161000,155500,365320
"2017-01-12",NA,160500,161500,164000,160500,325322
"2017-01-13",NA,162000,161500,163000,160500,184737
"2017-01-16",NA,162000,162500,164000,162000,258698
"2017-01-17",NA,162000,162500,163000,159500,232944
"2017-01-18",NA,162500,161500,162500,160000,108705
"2017-01-19",NA,162500,162500,163000,160000,172204
"2017-01-20",NA,162000,162500,163500,161500,155385
"2017-01-23",NA,159500,163000,163500,159500,175565
"2017-01-24",NA,161500,159500,162000,158000,131865
"2017-01-25","SK이노베이션, 역대 최고 신용등급 수준 ‘BBB+’ 획득",162000,163000,164000,161000,158010
"2017-01-26","SK이노베이션, 성장에 기여한 협력회사에 특별한 감사 전해",162000,163500,163500,161000,144600
"2017-01-31",NA,157000,160500,161500,156500,269947
"2017-02-01",NA,158500,158500,159500,157000,187076
"2017-02-02","SK이노베이션, 다우케미칼 고부가화학 사업 (EAA) 인수",161000,157500,163000,157500,254273
"2017-02-03","SK이노베이션, 화학<U+2219>윤활유 날개 달고 역대 최대 실적 달성",156500,162000,162500,154000,427640
"2017-02-06","SK이노베이션의 프로세스 혁신, 소비자가 광고 제작 최초 단계에 참여",152000,157500,158000,151000,503642
"2017-02-06","SK이노베이션, 글로벌시장 신용등급 잇따라 역대 최고 경신",152000,157500,158000,151000,503642
"2017-02-07","“혁신의 큰 그림 성공시켜, ‘깜짝 실적’ 아님을 증명하자”",151500,152500,154500,151000,298142
"2017-02-08",NA,154000,152000,154500,150500,283783
"2017-02-09",NA,152500,154000,154000,151500,274207
"2017-02-10",NA,156000,153500,156500,153500,294090
"2017-02-13",NA,157500,157000,159000,156000,195054
"2017-02-14",NA,155500,158500,158500,155500,187895
"2017-02-15","SK이노베이션, 신입사원부터 ‘실전형 인재’로 육성한다",157000,157000,158000,156000,162273
"2017-02-16",NA,158000,158000,158500,155500,139434
"2017-02-17",NA,156500,157000,158000,156500,111775
"2017-02-20",NA,153500,156000,156500,152500,212215
"2017-02-21",NA,154500,154500,155500,153500,140789
"2017-02-22","진정한 프로의 첫걸음, SK이노베이션 신입사원 자원봉사활동",155000,155500,158000,154500,291087
"2017-02-23",NA,156000,155500,156500,154500,249475
"2017-02-24",NA,153000,156500,156500,153000,257640
"2017-02-27","´1인 1후원계좌´ 2천 4백명 돌파, 3억 7천만원 달성!",153500,154000,154000,152500,179594
"2017-02-28",NA,154500,153500,155500,153000,217112
"2017-03-02","＂혁신 주도해 CEO되는 생각 끝까지 가져라” 당부",157500,155500,157500,155000,352864
"2017-03-03",NA,155500,155500,157000,154000,181229
"2017-03-06",NA,154000,155500,156000,152000,306777
"2017-03-07","SK이노베이션, 전기차 배터리 생산설비 두 배 이상 늘린다",154000,154000,156500,153000,186159
"2017-03-08",NA,157000,154500,158000,153500,293735
"2017-03-09",NA,154000,156000,157000,153500,451992
"2017-03-10",NA,152000,154000,154500,152000,284315
"2017-03-13",NA,157500,153000,158000,152500,376236
"2017-03-14",NA,157000,158000,158500,155500,293647
"2017-03-15","´SK엔크린´, 19년 연속 브랜드 파워 1위",161000,157500,161000,157000,386879
"2017-03-16",NA,161500,163500,164500,160000,343795
"2017-03-17","SK인천석유화학, 미래의 꿈나무를 위한 ‘방과 후 교실’ 운영",164500,162000,164500,162000,262737
"2017-03-20","SK루브리컨츠, 최고급 윤활유 시장 공략 ´자신감´",162000,162500,164500,160500,230739
"2017-03-20","SK인천석유화학, ‘봄맞이 환경정화활동’ 펼쳐",162000,162500,164500,160500,230739
"2017-03-21",NA,168000,163500,168000,162000,418064
"2017-03-22",NA,163000,165500,166500,162500,398794
"2017-03-23",NA,163000,164000,165000,162000,177074
"2017-03-24","소비자 초청 기업 PR 광고 기법 시연회 개최",163500,164500,165000,163000,124176
"2017-03-24","SK이노베이션, 제 10차 정기 주주총회 개최",163500,164500,165000,163000,124176
"2017-03-27",NA,162000,164000,164000,162000,156665
"2017-03-28",NA,163000,164000,165500,162500,274307
"2017-03-29","연세대-서구청-SK인천석유화학 ‘중학생 멘토링 프로그램’ 운영",163000,164000,164500,161000,189235
"2017-03-30",NA,164500,163500,168500,162500,297896
"2017-03-31","SK이노베이션 노사, 사회적 책임 위한 ‘아름다운 동행’",166500,167000,169000,166000,287394
"2017-04-03",NA,166000,167000,168500,165500,121172
"2017-04-04",NA,163000,165500,166000,161000,246259
"2017-04-05","SK인천석유화학 경영진, 노동조합, 구성원들이 ‘친환경 벚꽃동산 가꾸기’에 손수 나섰다.",163500,164500,165500,162500,174394
"2017-04-06",NA,162500,163000,164500,161000,206571
"2017-04-07",NA,164500,163500,165000,162500,174225
"2017-04-10",NA,164000,164000,164000,161500,160115
"2017-04-11",NA,162000,164000,165500,162000,142799
"2017-04-12",NA,163000,162500,164000,160500,147662
"2017-04-13","SK루브리컨츠, 최고급 레이싱 윤활유 ‘ZIC Racing’으로 모터스포츠 시장 공략",163500,163500,164000,161500,123082
"2017-04-14",NA,160500,162500,162500,160000,84774
"2017-04-17","SK이노베이션, 터키 전통예술 접목한 새 광고 호평 일색",161500,161000,162500,160500,59967
"2017-04-18",NA,162500,162500,163500,161000,97938
"2017-04-19","SK루브리컨츠, 연비 개선에 특화된 ‘SK ZIC X9 FS’ 출시",163500,161500,165000,161500,186893
"2017-04-20",NA,161500,163000,163500,161000,179786
"2017-04-21",NA,161500,162000,162500,161000,126906
"2017-04-24",NA,164500,162000,164500,161000,167030
"2017-04-25","SK이노베이션, ‘非석유 50%넘은’ 영업이익 첫 1조 돌파",170000,165500,170500,165000,466094
"2017-04-26",NA,173000,171500,174000,170500,328430
"2017-04-27",NA,174500,175500,176500,172500,277073
"2017-04-28",NA,171000,172000,173500,170000,196508
"2017-05-02",NA,174000,171500,174500,171000,171626
"2017-05-04",NA,170500,171000,172500,169500,260379
"2017-05-08",NA,172000,171000,172000,167000,360533
"2017-05-10","SK이노베이션, 독거노인 사랑잇기에 팔 걷어",169500,173000,174500,168000,315262
"2017-05-11",NA,173000,170000,174000,170000,379417
"2017-05-12",NA,173000,175000,175000,170500,185477
"2017-05-15","SK에너지, ‘3천 포인트 특권’ 블록 장난감, ‘레이싱카’ 쏜다",172000,174500,174500,170500,154269
"2017-05-16",NA,171500,173000,174000,170500,191905
"2017-05-17","SK이노베이션 노사,‘실종아동 없는 세상 만들기’동참한다",168000,170500,172000,167000,264543
"2017-05-18","SK종합화학·SK케미칼 손잡고 ‘차이나 플라스’ 참가",169000,166500,169000,165500,191315
"2017-05-19",NA,168000,169000,169000,166000,200887
"2017-05-22",NA,168500,168000,169000,167000,279027
"2017-05-23","SK이노베이션 ‘에브루기법’도입 광고, 조회수 500만 돌파하며 순항중",171500,169500,173000,169000,302873
"2017-05-24",NA,170000,172000,172500,169000,186403
"2017-05-25",NA,169500,170000,171000,168000,304018
"2017-05-26",NA,167500,167500,169000,166000,316773
"2017-05-29",NA,170500,168500,171500,168000,250453
"2017-05-30","SK이노베이션, ‘배터리·화학 중심 성장 딥 체인지 2.0’ 선언",170500,170000,171500,169000,217267
"2017-05-31",NA,169000,171500,172000,168000,339278
"2017-06-01",NA,166500,168000,168500,166000,312940
"2017-06-02",NA,165500,167000,168000,164500,327700
"2017-06-05",NA,162000,165500,165500,161500,426836
"2017-06-07",NA,159000,162000,162500,158500,481443
"2017-06-08",NA,157000,157500,159000,155500,809555
"2017-06-09",NA,157000,157500,159000,156000,453080
"2017-06-12",NA,159500,159000,161000,158500,433260
"2017-06-13",NA,160500,160500,161000,158500,379566
"2017-06-14",NA,160000,160500,160500,158000,400778
"2017-06-15",NA,156500,157500,158000,155000,404047
"2017-06-16",NA,159000,159000,161500,158500,448227
"2017-06-19",NA,161000,160000,161500,159000,374647
"2017-06-20","SK이노베이션, ‘기업부문 나눔리더스클럽 1호’로 선정돼",157500,160000,160500,156500,333484
"2017-06-21",NA,157000,155500,157500,154500,210025
"2017-06-22",NA,156500,155500,157000,154000,350257
"2017-06-23",NA,158500,156500,158500,156000,323962
"2017-06-26",NA,157000,159000,159000,156500,178556
"2017-06-27",NA,156500,157000,158500,156000,263915
"2017-06-28","SK인천석유화학, 지역최초 협력사에 ‘임금 공유’ 상생모델 도입",158000,157000,158000,156500,241026
"2017-06-29","SK이노베이션, ‘힘내라 청춘! 임팩트 대잔치’ 개최",157500,157500,158000,156000,208436
"2017-06-30",NA,158500,156500,159500,156000,194888
"2017-07-03",NA,161000,159500,161000,158500,334275
"2017-07-04",NA,160000,162500,162500,159000,274996
"2017-07-05",NA,160000,160500,161000,158000,242462
"2017-07-06",NA,158500,157500,159000,155500,344906
"2017-07-07",NA,159500,158000,159500,156500,193853
"2017-07-10","‘테세큐를레르(te<U+015F>ekkurler 감사합니다) 꼬레(Kore 대한민국)’",160000,158000,161000,156500,261973
"2017-07-11",NA,165500,161000,166000,160500,558369
"2017-07-12",NA,163500,166000,167500,163000,265171
"2017-07-13",NA,163000,165000,166000,162500,322885
"2017-07-14",NA,168000,164000,168500,163500,365532
"2017-07-17",NA,169000,169000,169500,167000,253080
"2017-07-18",NA,168500,168000,169000,166500,151448
"2017-07-19",NA,167500,168500,168500,166500,140888
"2017-07-20",NA,172000,168500,172500,168000,433257
"2017-07-21",NA,171500,170500,171500,170000,150673
"2017-07-24",NA,172000,170000,172500,168000,198815
"2017-07-25",NA,174500,172500,176000,171500,426065
"2017-07-26","“SK이노베이션 주주중시 경영도 딥 체인지 2.0… 중간배당키로”",177500,176500,178000,173500,415762
"2017-07-27","SK이노베이션,‘딥 체인지(Deep Change) 가속화 해 나가겠다’",174500,177500,179000,173000,352521
"2017-07-28",NA,175000,173500,177000,171000,388423
"2017-07-31",NA,176500,175000,177500,174000,204471
"2017-08-01","SK이노베이션 ‘혁신의 큰 그림’ 광고, 2년 연속 천만 조회수 돌파",179500,178000,182500,177500,367271
"2017-08-01","SK이노베이션, 딥 체인지 2.0 강력 추진 위한 조직개편",179500,178000,182500,177500,367271
"2017-08-02",NA,176500,179500,180000,176000,250960
"2017-08-03",NA,172500,176500,177000,171500,333940
"2017-08-04",NA,180000,172000,180000,172000,313745
"2017-08-07",NA,176500,182000,182000,176500,204856
"2017-08-08",NA,177000,176500,177500,173500,176945
"2017-08-09",NA,174500,175000,176500,174000,149882
"2017-08-10","SK에너지, SK네트웍스 석유도매사업 인수",172000,174500,176000,171500,367726
"2017-08-11","SK 울산Complex 직원<U+2219>가족, 하개마을 벽화 그리기 자원봉사",172000,169500,174500,169000,294342
"2017-08-14",NA,174000,173500,175500,172500,128589
"2017-08-16",NA,170500,174000,174000,167500,410560
"2017-08-17",NA,170000,168000,171500,168000,167591
"2017-08-18",NA,170500,169000,172000,168500,146703
"2017-08-21",NA,174000,173500,177000,173000,301404
"2017-08-22",NA,174500,174000,175500,172000,125787
"2017-08-23",NA,171000,173500,175000,170500,181327
"2017-08-24",NA,178000,173000,179000,172000,405005
"2017-08-25",NA,180500,178000,181000,177500,308358
"2017-08-28",NA,183500,180500,184000,179000,250363
"2017-08-29",NA,183500,181500,185500,179500,359604
"2017-08-30",NA,186000,184500,186000,182500,266260
"2017-08-31",NA,188500,192000,197500,186500,599571
"2017-09-01","SK종합화학, 다우(Dow)의 고부가화학 사업(EAA) 인수 완료",188500,192000,192000,187500,272858
"2017-09-04",NA,189500,183500,191500,183500,292676
"2017-09-05",NA,187000,191000,191000,184500,264699
"2017-09-06",NA,185000,189000,189000,183500,281000
"2017-09-07","SK이노베이션, 사이매틱스 아트 등장한 기업PR캠페인 선보인다",187000,185500,189000,185500,194090
"2017-09-07","SK이노베이션, ‘DJSI 월드 기업’에 처음으로 선정",187000,185500,189000,185500,194090
"2017-09-08",NA,186500,187000,187500,185000,106874
"2017-09-09","SK이노베이션, “임금인상률을 물가에 연동키로 기업 최초 노사 합의”",NA,NA,NA,NA,NA
"2017-09-11",NA,191000,187000,192500,185500,315250
"2017-09-12","SK이노베이션, 구직자들과 ‘페이스북 Live Job Talk’으로 소통",191500,193500,194000,190000,222559
"2017-09-13",NA,194000,192500,197000,190000,378275
"2017-09-14",NA,196000,195500,196500,192000,295289
"2017-09-15",NA,189000,194000,195000,187000,501658
"2017-09-18",NA,191000,190000,191500,189500,202920
"2017-09-19","자동차 시트·에어백을 명품으로 재생하는 사회적기업 ‘모어댄’",189500,190000,191500,187500,153400
"2017-09-20",NA,191000,190000,192500,188000,219301
"2017-09-21",NA,189000,191500,195500,189000,211588
"2017-09-22",NA,186500,191500,191500,181000,342890
"2017-09-25",NA,189500,186500,189500,185000,210713
"2017-09-26","SK이노베이션, 서산시와 추석 맞이 8천만원 상당 행복 나눔",194500,192000,194500,191000,310425
"2017-09-27","SK루브리컨츠, 스페인 렙솔과 손잡고 국내 오토바이용 엔진오일 시장 선도",195500,194500,196000,192500,198210
"2017-09-28",NA,194500,194000,196000,192000,196240
"2017-09-29","맛과 이야기가 있는 전주비빔빵, 서울에서 만난다",199000,196000,199500,195000,273733
"2017-10-10",NA,204500,201500,207500,198500,569484
"2017-10-11","SK이노베이션, 화학사업에서 두 번째 M&A “딥 체인지 가속화”",202500,206500,208000,202500,283691
"2017-10-12",NA,210000,203000,210000,202500,372139
"2017-10-13",NA,209500,211500,215000,207000,327347
"2017-10-16",NA,206500,210500,212500,205000,225553
"2017-10-17","“SK-시노펙 합작 중한석화, 中 최대 화학기업으로 성장발판 다져”",208000,207000,209000,204500,158589
"2017-10-18",NA,204000,207000,209000,204000,181356
"2017-10-19",NA,207500,206500,210500,206000,250662
"2017-10-20",NA,206000,208000,208500,204500,154823
"2017-10-22","“SK이노베이션, 하트-하트재단 제 1회 발달장애인 음악축제 개최”",NA,NA,NA,NA,NA
"2017-10-23",NA,205000,205000,209000,204500,189722
"2017-10-24",NA,206500,204500,208500,204500,144070
"2017-10-25",NA,205000,206500,207500,204500,195149
"2017-10-26","SK가 지원하는 업사이클링 사회적기업 ㈜모어댄, 해외에서 더 인기",203500,204500,207500,203000,165568
"2017-10-27",NA,206000,204000,207000,203500,138564
"2017-10-30",NA,209000,208000,212500,208000,281158
"2017-10-31",NA,205000,209000,210000,204000,224065
"2017-11-01","“적기 투자로 경제적 가치에 환경적 가치 더한 사회적 가치 창출한다”",207500,203000,207500,202500,257641
"2017-11-01","SK이노베이션, ‘전자투표제’ 도입<U+2219><U+2219><U+2219> 주주 친화 경영 강화",207500,203000,207500,202500,257641
"2017-11-02","SK이노베이션, 딥체인지 2.0 비석유 역대 최대 실적 갱신",204500,208500,209500,202500,282583
"2017-11-03",NA,209000,205500,209000,205500,257040
"2017-11-06",NA,212000,210500,216500,210000,297745
"2017-11-07",NA,214000,214500,216000,212500,256063
"2017-11-08",NA,216500,212500,216500,211500,188007
"2017-11-09",NA,217500,217500,218000,212500,332760
"2017-11-10",NA,211000,215000,215000,211000,253295
"2017-11-13",NA,203000,211000,212500,202500,353852
"2017-11-14",NA,203000,203000,205000,201000,241883
"2017-11-15",NA,196000,201000,201500,195000,421205
"2017-11-16","SK이노베이션의 착한 혁신, 기업PR캠페인 소비를 기부로 연결",201000,196000,201500,192500,274784
"2017-11-17",NA,203500,202000,205000,200000,350059
"2017-11-20","SK루브리컨츠, 중국 윤활유 시장 공략에 속도 낸다",199500,205000,205000,199000,222889
"2017-11-21",NA,199000,201000,201500,197500,206437
"2017-11-22",NA,202500,202000,204000,200500,183609
"2017-11-23",NA,203500,203500,206000,202500,162634
"2017-11-24",NA,205000,204500,205500,203000,102512
"2017-11-27","SK이노베이션, 노사 손잡고 포항 지진 피해 돕는다",206000,206000,206500,204000,171493
"2017-11-28",NA,206500,206000,206500,200500,146982
"2017-11-29",NA,207500,206500,209000,205000,140322
"2017-11-30","SK이노베이션, 신성장동력 ‘딥 체인지’에 추가 투자 결정",206500,208500,209500,205500,280381
"2017-12-01","SK이노베이션 ‘일하는 이사회’, 현장 누비며 「딥 체인지 2.0」 이끈다",202500,206000,208000,202000,207162
"2017-12-04",NA,207500,204000,208500,204000,168437
"2017-12-05",NA,208500,206000,209500,205500,118575
"2017-12-06","SK에너지, 포항 시내 SK주유소에 지진 피해 예방 나선다",208000,208500,209500,207000,149482
"2017-12-07","SK이노베이션, ‘조직개편 통해 딥 체인지 2.0 속도 내겠다’",202500,206000,207500,202000,255198
"2017-12-08",NA,203000,202500,205000,201000,152428
"2017-12-11","SK이노베이션, 고객과 손잡고 ‘아주 특별한 기부’ 나섰다",202000,204500,205000,201500,132726
"2017-12-12",NA,197000,201000,202000,195500,284300
"2017-12-13",NA,204000,197000,204000,196000,193824
"2017-12-14",NA,206000,205500,208000,205000,379994
"2017-12-15",NA,203500,207000,207500,198500,425682
"2017-12-18","SK종합화학, 美 다우케미칼 고부가화학 사업(PVDC) 인수 완료",202500,205000,205000,200500,104069
"2017-12-19",NA,202500,203000,204500,201000,142595
"2017-12-20",NA,202000,201000,203000,201000,135657
"2017-12-21","“SK이노베이션, 에너지 핵심자산인 국내 주유소 세상과 공유하겠다”",202500,201500,205000,201000,266845
"2017-12-22",NA,204000,204000,206000,202500,194685
"2017-12-26",NA,207500,206000,208500,204500,272258
"2017-12-27",NA,202000,205000,205000,200500,202849
"2017-12-28",NA,204500,202000,204500,200500,110022
"2018-01-02",NA,206500,205500,206500,202000,139383
